Distance (m), Temperature (K), Velocity (m/s), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO
1.391406250000000108e-02,5.322600396720831668e+02,6.886008379935958379e-01,8.364057524229657559e-04,2.185711113553743186e-08,1.131015275968628853e-07,2.032293231305711823e-01,1.617123165849587821e-06,1.632856311360018214e-02,9.549196413979248264e-05,2.264458229872441132e-05,4.511913105126421486e-16,3.026243984475048287e-15,4.550094405793484096e-10,3.680316021458384062e-11,6.143879249457269212e-06,4.836117326728864296e-02,5.223556224276666542e-03,2.694699544634588349e-03,4.182895975286465529e-09,2.905046883924259304e-04,1.250159270008283757e-10,2.474075553307826658e-05,6.120700114239627546e-05,9.499868339742657192e-16,5.982195130826033302e-06,1.897729669489163833e-11,5.782531227287081315e-05,1.636144436003486741e-07,1.771841865949095435e-04,8.691715391707104056e-11,6.883068233422186282e-06,3.694606616729577420e-09,1.378149239133044667e-12,4.627708035955964591e-11,1.875916343181426491e-09,6.587236910378828640e-09,1.469004802565358241e-14,6.016470140172290326e-07,5.845963192748285962e-07,4.622219702543073835e-09,9.992041564528612933e-10,2.019250647470198123e-15,1.771343739327273032e-07,2.577621317441903759e-10,4.155691331104824196e-15,5.128996519969671606e-09,6.938762282577614013e-11,5.035806699477185278e-08,1.264026492487338518e-10,7.225680633356542648e-01,8.028616596752521270e-15,6.374098927024465210e-09,2.429669227835512107e-06,3.180408926711094327e-08,3.782414361597064515e-06
1.391796875000000239e-02,5.412497581203265327e+02,7.004318171833924245e-01,8.466566701925604035e-04,2.735376971906274680e-08,1.265959499310321767e-07,2.024963946681665183e-01,1.777417210282857211e-06,1.693734216096720938e-02,9.983562607024543286e-05,2.314073153659682730e-05,-4.926058150528414491e-16,4.137863058229303872e-15,5.590366016306411146e-10,4.555541094332702192e-11,6.818087487489788356e-06,4.808246785059171191e-02,5.459462511885182674e-03,2.848419107820931474e-03,4.902342115434082322e-09,3.047799783703071096e-04,1.499642414358317233e-10,2.609638463231844953e-05,6.443877971908353801e-05,-8.701152423346420291e-16,6.308095582446295804e-06,2.402205646805669472e-11,6.101739707961407149e-05,1.858244704425517602e-07,1.878311091843717332e-04,1.044352385792993152e-10,7.334284041459732474e-06,3.934767134096548999e-09,1.507613844564827705e-12,5.151702126331330843e-11,1.930272918252661580e-09,6.843192523802853967e-09,1.974794210145902900e-14,6.409043588640840459e-07,5.943629231683346148e-07,4.889024753307438255e-09,1.042748184114111508e-09,-2.186681706530914704e-15,1.870151453009270436e-07,2.707958148805539877e-10,-2.002436078928189055e-15,5.424052580190958796e-09,7.335970746381128280e-11,5.325311991411582786e-08,1.339566524587518877e-10,7.225313327291987830e-01,-9.813034598151308402e-15,7.351230248723958653e-09,2.619334215656899654e-06,3.953431510660247759e-08,4.034477981180132291e-06
1.392187500000000196e-02,5.504730702757425433e+02,7.125737165259556916e-01,8.569305563781514463e-04,3.402894205871044882e-08,1.418041219557374029e-07,2.017393729449244444e-01,1.953179878076899426e-06,1.756092934698049238e-02,1.042348675366041374e-04,2.362523504114496538e-05,2.649589619154138961e-16,6.811170164849199543e-15,6.862861001478040570e-10,5.633138859667823123e-11,7.565897707765715349e-06,4.779540558134023204e-02,5.703595512734300002e-03,3.009227542050955505e-03,5.745345512312676506e-09,3.195102608982456163e-04,1.802180775650489316e-10,2.745746694504799793e-05,6.777802871450978796e-05,6.969357832303720073e-16,6.648279167002907726e-06,3.040111269762821372e-11,6.434757212295992785e-05,2.108390584662748538e-07,1.989875204427210889e-04,1.254824154473704698e-10,7.810804652493246101e-06,4.188009370139138584e-09,1.668747474181294646e-12,5.730028580676015495e-11,1.985822586515422087e-09,7.105865223082456908e-09,2.792301514046604243e-14,6.824133027812470691e-07,6.030226258655010206e-07,5.168394554557665478e-09,1.087579397944517282e-09,1.355318764596826728e-15,1.973274341904013235e-07,2.840812666836037816e-10,4.193935042481348343e-15,5.732985279564341895e-09,7.756505908371214586e-11,5.628328833383613337e-08,1.420093052085039423e-10,7.224954813714246082e-01,1.565723382028177709e-14,8.468868652332192642e-09,2.821647344757272037e-06,4.881494475358452642e-08,4.300719047845971109e-06
1.392578125000000153e-02,5.599295776679836081e+02,7.250262923321225683e-01,8.672252076922344014e-04,4.208429033798337908e-08,1.589444542854641086e-07,2.009579586345414670e-01,2.145518397393352538e-06,1.819929637806975975e-02,1.086706190501997478e-04,2.409692641796702962e-05,7.422173868152956895e-16,1.054898792540777309e-14,8.413878495693839015e-10,6.954985631926409877e-11,8.394568766978824972e-06,4.749991032342822106e-02,5.956086825059535642e-03,3.177321386299186961e-03,6.732215630338186088e-09,3.346915668007183100e-04,2.168988280584441270e-10,2.881411544874524849e-05,7.122173317388609244e-05,1.778968607597869286e-15,7.003118796357059875e-06,3.842948541075440479e-11,6.781879794104951869e-05,2.389516952394753385e-07,2.106657267298443152e-04,1.506865832275320771e-10,8.313791021131039662e-06,4.454787861785787878e-09,1.841400804318351991e-12,6.364671879115809897e-11,2.042561094290674886e-09,7.375230808550735382e-09,3.860987582863880879e-14,7.262484770387550553e-07,6.104873021780089662e-07,5.460621489759037664e-09,1.133618255820840523e-09,3.441179035194035145e-15,2.080813983246266046e-07,2.975043837957107947e-10,8.383504228211715316e-15,6.056138945480077730e-09,8.194172289976420142e-11,5.945233884740546685e-08,1.504550187402753336e-10,7.224605968550114055e-01,2.115080660307413736e-14,9.743869322543337657e-09,3.037199106846654587e-06,5.987339444151209495e-08,4.581713220042928262e-06
1.392968750000000283e-02,5.696186431329218749e+02,7.377889894069770138e-01,8.775384984068682667e-04,5.174502543791086798e-08,1.782632463964589113e-07,2.001518665550980070e-01,2.355529418858904885e-06,1.885240523324542561e-02,1.131220942942713848e-04,2.455469186449830849e-05,-1.224153196393412939e-15,1.485536802590944874e-14,1.029709078673222760e-09,8.569758400179748926e-11,9.311947148262800526e-06,4.719591067976762477e-02,6.217064625172681429e-03,3.352896849680697070e-03,7.886350059820250370e-09,3.503186861872141077e-04,2.613544149338179547e-10,3.015543876952822295e-05,7.476609024886448859e-05,-2.199755775395326248e-15,7.372987957507122657e-06,4.849671506342025191e-11,7.143394027737967156e-05,2.704762078254261717e-07,2.228773895186484701e-04,1.808140039156715779e-10,8.844468205073516054e-06,4.735600770225464601e-09,2.013473532091866018e-12,7.058734535333876537e-11,2.100495961275784781e-09,7.651269073466790442e-09,5.126181292862338811e-14,7.724800085090386591e-07,6.166754554250054161e-07,5.766021762153115867e-09,1.180793996511601975e-09,-5.561479491101504519e-15,2.192871193372738074e-07,3.109538255115823875e-10,-4.226757678251167652e-15,6.393885916794221578e-09,8.645083207340383776e-11,6.276405521721823077e-08,1.592421127842655407e-10,7.224267658349683430e-01,-3.434815773524300507e-14,1.119432757887523426e-08,3.266585746928624618e-06,7.295260719562674114e-08,4.878050811779755144e-06
1.393359375000000240e-02,5.795393964602983488e+02,7.508609481305420497e-01,8.878683823958502183e-04,6.326097901343406471e-08,2.000387720582476522e-07,1.993208256618176910e-01,2.584282436560118535e-06,1.952020866360917525e-02,1.175670097288925448e-04,2.499747757272985474e-05,9.379888004367018621e-16,2.361373677933414695e-14,1.257501504926069941e-09,1.053378638452662015e-10,1.032650439013156728e-05,4.688333995167998786e-02,6.486653618868785422e-03,3.536149698848693908e-03,9.234895712096625897e-09,3.663851367351563426e-04,3.152476122025849733e-10,3.146960181343397977e-05,7.840646392375614907e-05,2.551069589441118802e-15,7.758261023162229330e-06,6.114003204842122797e-11,7.519576434263119426e-05,3.057473994113265938e-07,2.356334196748934278e-04,2.169469803209426908e-10,9.404131528340986990e-06,5.031178368626506265e-09,2.242553712529144883e-12,7.823041553994954881e-11,2.159717174330956460e-09,7.934038730889952415e-09,7.103339475544174935e-14,8.211727880983950951e-07,6.215139836809058647e-07,6.085129282886102386e-09,1.229180908124584485e-09,4.351030310989300172e-15,2.309547214070969380e-07,3.244444285965804066e-10,1.293905582155999692e-14,6.746816782402018142e-09,9.126634350552732207e-11,6.622242434114283565e-08,1.687088511135284911e-10,7.223940741439647262e-01,6.133159281671300221e-15,1.283963364676033159e-08,3.510407166940952214e-06,8.830891461913610490e-08,5.190337554781061524e-06
1.393750000000000197e-02,5.896907406926851536e+02,7.642410113658801851e-01,8.982128931531059568e-04,7.690746659669164306e-08,2.245849377920587409e-07,1.984645786814199231e-01,2.832802235939286657e-06,2.020265066008291449e-02,1.219818564615091994e-04,2.542429528477258815e-05,-7.777989819863328498e-17,3.446315418237144442e-14,1.531980607269187642e-09,1.291105667309841450e-10,1.144737919506353668e-05,4.656213601885302034e-02,6.764974986662833888e-03,3.727275151169253276e-03,1.080956922989600190e-08,3.828831245293252061e-04,3.805361458227363289e-10,3.274391685673936931e-05,8.213734475280100365e-05,6.628441572322981583e-16,8.159313151668637557e-06,7.693833318186554052e-11,7.910692870131604286e-05,3.451215041111911390e-07,2.489438614724173325e-04,2.601237761470208956e-10,9.994152110545352090e-06,5.341941800529635905e-09,2.472730891336664230e-12,8.656458472104842149e-11,2.220187142572964776e-09,8.223454745513304979e-09,9.468227383083760250e-14,8.723852436844681019e-07,6.249390929445954442e-07,6.418124042674971372e-09,1.278592737068631588e-09,-2.038944650237956250e-16,2.430940191944398630e-07,3.377514529749338187e-10,8.538365560213445202e-15,7.115182077995184675e-09,9.621544501838108320e-11,6.983107297394731649e-08,1.785637086699909088e-10,7.223626059322240112e-01,-2.423049365336439310e-14,1.469970741920660308e-08,3.769263748192048900e-06,1.062082740323341148e-07,5.519194633973787129e-06
1.394531250000000111e-02,6.106705342750294676e+02,7.919074330852997612e-01,9.189366949006672535e-04,1.114474859215911871e-07,2.829918375643421215e-07,1.966764928123519718e-01,3.391583132361761914e-06,2.161068817115278234e-02,1.306476976575191419e-04,2.622744772753225924e-05,-4.497201318648854373e-16,7.391303936648256173e-14,2.246946780644762170e-09,1.916663793546923899e-10,1.403512762371713497e-05,4.589392689632226102e-02,7.347919145045405873e-03,4.133507222325317684e-03,1.476831204747835446e-08,4.171315453047393530e-04,5.537790570105197126e-10,3.513341807013676139e-05,8.984830691501342100e-05,7.909022482285671645e-16,9.009442606938524632e-06,1.207317560338029282e-10,8.738061266624304920e-05,4.372157687697159861e-07,2.772396656257322461e-04,3.720601405719705870e-10,1.126875970931785066e-05,6.010706265152868382e-09,3.026002943556420060e-12,1.055411057417341376e-10,2.345024722664166121e-09,8.822023847139308027e-09,1.668510821633383184e-13,9.824611811508603995e-07,6.274186996799367277e-07,7.126726211663073225e-09,1.380438325032826999e-09,-2.404114818480121663e-15,2.688027156701219372e-07,3.636117087807234891e-10,1.356542255025543137e-14,7.899340333167516683e-09,1.067713376031545372e-10,7.750664214686941722e-08,1.999728581137863098e-10,7.223036439093116767e-01,-6.753294959064806291e-14,1.912108088073251568e-08,4.333480187595528020e-06,1.503891105634565731e-07,6.228061507131234996e-06
1.395312500000000198e-02,6.325371207870189210e+02,8.207632138820412093e-01,9.396975665841739720e-04,1.583490938256565394e-07,3.571053407112357612e-07,1.947870109563616670e-01,4.039634399702114284e-06,2.307543145704904486e-02,1.389094612535578038e-04,2.695816535623253658e-05,2.381213764303204493e-16,1.541654167692644197e-13,3.250415738770409334e-09,2.802555620568821934e-10,1.716424507821231915e-05,4.519123573085865458e-02,7.966383171253386963e-03,4.572642213074316897e-03,2.011503957432152570e-08,4.529368747062933196e-04,8.050248857025275170e-10,3.720705901358430724e-05,9.782588124873611336e-05,4.437217299989731833e-15,9.925483418387215050e-06,1.875490776345974223e-10,9.626435760747223814e-05,5.499230284626236830e-07,3.077813820529229621e-04,5.304240446511138722e-10,1.267900283483036416e-05,6.746482468961648546e-09,3.756836055444290459e-12,1.280702718862384760e-10,2.475389598898014216e-09,9.446572090000035968e-09,2.871025009601216613e-13,1.102917188060762275e-06,6.239088824929630115e-07,7.894006453771808581e-09,1.485727104466712342e-09,1.521777411731766547e-15,2.964630115357007061e-07,3.874762478365469346e-10,3.439099271006632610e-14,8.749166471743217052e-09,1.183243617182507118e-10,8.581134067746481515e-08,2.241472336817902509e-10,7.222504666120548311e-01,-5.794694270376872298e-15,2.460708859569453653e-08,4.962439179367949469e-06,2.075994319963265872e-07,7.008785907449607144e-06
1.396093750000000286e-02,6.552749689663151003e+02,8.507901636817601920e-01,9.604830310305254113e-04,2.207084789083177731e-07,4.512546272766818002e-07,1.927945976215741097e-01,4.783290380961641430e-06,2.459620173025171136e-02,1.465798228119261852e-04,2.761126406601377626e-05,7.097415969925931582e-17,3.093791260155832051e-13,4.629588266809443487e-09,4.029761990819130308e-10,2.093381527892374528e-05,4.445373034227158293e-02,8.621174935304929537e-03,5.046136579751258830e-03,2.730700026158096386e-08,4.901836985176792920e-04,1.166413642489011475e-09,3.885673680232790557e-05,1.059944401197696919e-04,8.350782608309608250e-15,1.091036996088980647e-05,2.879683124715872962e-10,1.057741950431831228e-04,6.868204534875269725e-07,3.406010593538056166e-04,7.534023196072315865e-10,1.423847057515850423e-05,7.555041636424549714e-09,4.645423440072116273e-12,1.546052402913218077e-10,2.611605788071166085e-09,1.009673860591798965e-08,4.800751771820096118e-13,1.233930469553754823e-06,6.143656176834022729e-07,8.722553221026388148e-09,1.593608208748531494e-09,8.133620172469482116e-16,3.261474668163109151e-07,4.080071215088968227e-10,5.927910350739275135e-14,9.668117504592940551e-09,1.307642341585144019e-10,9.477305963624480136e-08,2.511897198818524301e-10,7.222036668311582197e-01,1.049138683455848722e-14,3.129242337165101083e-08,5.660279702171224425e-06,2.797598879626684811e-07,7.866681753694204258e-06
1.396875000000000200e-02,6.788658529353481299e+02,8.819664978212194972e-01,9.812816350005496187e-04,3.020282429901662033e-07,5.709974901306814259e-07,1.906978849909595486e-01,5.627899604629431648e-06,2.617222672529921981e-02,1.534890033623522603e-04,2.818257479638604099e-05,4.244633243171561742e-16,6.003449071647862788e-13,6.486921922134136778e-09,5.692906492574909454e-10,2.545905374699669566e-05,4.368113718656096295e-02,9.313045717162475937e-03,5.555433289555701711e-03,3.694723888524476377e-08,5.287268764979038580e-04,1.681584266092617053e-09,3.998404194745190920e-05,1.142645711660568496e-04,1.785634665230538501e-14,1.196709758565183355e-05,4.367771219151530819e-10,1.159242156177143129e-04,8.520339322899698806e-07,3.757036916498889640e-04,1.066593505697870916e-09,1.596242182537765443e-05,8.443288284274291515e-09,5.745376620661802377e-12,1.857219547318362432e-10,2.754164066427698582e-09,1.077215434565573429e-08,7.828108822845861319e-13,1.375537267865793436e-06,5.989807772999563302e-07,9.615165562166317440e-09,1.703289251100231679e-09,2.865908151477621277e-15,3.579276079155173918e-07,4.239171549417193491e-10,1.055407785192104096e-13,1.066010489563660525e-08,1.441898965491764918e-10,1.044193347367896214e-07,2.817302302524916697e-10,7.221637990645717320e-01,2.525176412260867860e-14,3.926355025992249778e-08,6.430788446831755996e-06,3.684328850335134483e-07,8.807372447841318281e-06
1.397656250000000114e-02,7.032891540060093121e+02,9.142672127590957265e-01,1.002082766985552603e-03,4.061834675583099401e-07,7.234424834514278824e-07,1.884956537142846722e-01,6.578500387533208530e-06,2.780265179241757367e-02,1.594984718188955817e-04,2.866875080182809541e-05,-2.856861132434660263e-16,1.125264151208417944e-12,8.940000518329527760e-09,7.900332799770578786e-10,3.087473587182524258e-05,4.287323704624695225e-02,1.004268820482788135e-02,6.101961077228458367e-03,4.982589377274185260e-08,5.683855007541723132e-04,2.408579815060754010e-09,4.051171445969540435e-05,1.225348361014425458e-04,3.304751129906709173e-14,1.309874366697299040e-05,6.540690424549947793e-10,1.267264564380700853e-04,1.050465648666451503e-06,4.130610805859166778e-04,1.505433159577756201e-09,1.786790335214076496e-05,9.419208019088342383e-09,7.081918528866703974e-12,2.220103355641814679e-10,2.903618214208050207e-09,1.147230946574627330e-08,1.244344599457012228e-12,1.527636751513144212e-06,5.781773681487552789e-07,1.057453617693426031e-08,1.813859476476262847e-09,-8.318537178978549167e-16,3.918737658606606223e-07,4.338811247280975661e-10,1.694626923859975037e-13,1.172926151911581406e-08,1.586033981329449694e-10,1.147769144737081406e-07,3.163456636363266602e-10,7.221313757576502956e-01,-1.646231776504893625e-14,4.852039826303786441e-08,7.277227319312181687e-06,4.746160936553184344e-07,9.836814469634741359e-06
1.398046875000000071e-02,7.158086017583378862e+02,9.308340386707286696e-01,1.012481179511179547e-03,4.684657058056237261e-07,8.154074909017519319e-07,1.873542443553834203e-01,7.096083064964817215e-06,2.863811343236702389e-02,1.621280635490946875e-04,2.887868848899510777e-05,1.878080291996862431e-15,1.526176278687641990e-12,1.043970953324024916e-08,9.251496695623749617e-10,3.397850581147945117e-05,4.245587496050361176e-02,1.042201964781343249e-02,6.389825988050784437e-03,5.782080744025142939e-08,5.885527980504617592e-04,2.876874207875405364e-09,4.053259044046885363e-05,1.266285400675297272e-04,5.207569066326578971e-14,1.369407438560405523e-05,7.975967335346898178e-10,1.323777804446830649e-04,1.164486992007451416e-06,4.325660487726545400e-04,1.790314346828559272e-09,1.889637601624278025e-05,9.943957070067848284e-09,7.880621246308777111e-12,2.423818201580768368e-10,2.981238857168947288e-09,1.183155332394678399e-08,1.557488599653766813e-12,1.607565545196600503e-06,5.659685148740051111e-07,1.108055324508088011e-08,1.869213246648299109e-09,9.015456524097684136e-15,4.096920047864353910e-07,4.362474137093584459e-10,2.329090496107409621e-13,1.229480028516770808e-08,1.662782670872174661e-10,1.202343340205641174e-07,3.356393535519053722e-10,7.221181277191253134e-01,5.705822352934301123e-15,5.358530111457814650e-08,7.730085227185518631e-06,5.344054296480164362e-07,1.038745558368724653e-05
1.398437500000000028e-02,7.285309540228197420e+02,9.476758600617550821e-01,1.022876448046653201e-03,5.380910936212889959e-07,9.192966631644819380e-07,1.861855450955278712e-01,7.642794144267936690e-06,2.948702295812259677e-02,1.644966256920326415e-04,2.906590363554685251e-05,-3.596585303375333462e-16,2.050475033973618710e-12,1.214423575264087432e-08,1.078850605111535336e-09,3.737220373415041402e-05,4.202947029645245219e-02,1.081121106889851649e-02,6.687764907952604282e-03,6.705217259977618072e-08,6.089149404990321741e-04,3.429500387549999465e-09,4.038683883900554987e-05,1.306792120519904149e-04,6.538756150030051181e-14,1.430980120295551553e-05,9.697254556806462279e-10,1.381995230763514483e-04,1.289491928081454758e-06,4.526182241512101889e-04,2.128318486964927138e-09,1.997893965418993137e-05,1.049500210254345434e-08,8.740266860276043015e-12,2.642994648304162929e-10,3.060858502925215103e-09,1.219682004060660281e-08,1.935018726942988734e-12,1.690072437680059663e-06,5.526354582574076932e-07,1.160466727667740623e-08,1.924433970916495693e-09,-1.871477917327974061e-15,4.280907176815672025e-07,4.366615924674953491e-10,2.769949108999884111e-13,1.288185952374407458e-08,1.741768032510543655e-10,1.258837467427305237e-07,3.562414270209565486e-10,7.221069360343130850e-01,-3.950377528622151641e-14,5.891559491104102271e-08,8.203443620420076182e-06,5.986770933223111783e-07,1.096335787492817638e-05
1.398828124999999985e-02,7.414531249937663233e+02,9.647887428071296734e-01,1.033267361090137214e-03,6.156409069331940155e-07,1.036641979813277496e-06,1.849894201450224540e-01,8.219686998747957940e-06,3.034925774034918922e-02,1.666001812374097750e-04,2.923007627908994719e-05,7.309764748561982905e-18,2.736483659963071556e-12,1.407632521647299010e-08,1.253086640468706577e-09,4.108115941245447759e-05,4.159400452355763861e-02,1.121033787726496804e-02,6.995964677698235552e-03,7.771196397287354793e-08,6.294356240808937544e-04,4.080650574717935696e-09,4.007533272741143065e-05,1.346718758547550947e-04,9.215051133192753267e-14,1.494636925933777486e-05,1.176019154006145077e-09,1.441926649350235641e-04,1.426545199546078304e-06,4.732012109053741365e-04,2.530304285948298259e-09,2.111839127590142931e-05,1.107401387417016692e-08,9.708749525424000275e-12,2.879012748842089847e-10,3.142633737095985225e-09,1.256806567110951426e-08,2.392187279444900834e-12,1.775114556982933906e-06,5.382858068450241733e-07,1.214737179046707654e-08,1.979517249710465855e-09,-8.438704253904608714e-16,4.470790746005313576e-07,4.351199000278067743e-10,3.529290383289605265e-13,1.349125339059831103e-08,1.824331736545670697e-10,1.317286135882539266e-07,3.785019257115237844e-10,7.220978528053449974e-01,-3.749266788034846104e-14,6.446678833899332171e-08,8.697492411917188293e-06,6.672952816979296128e-07,1.156541541754250318e-05
1.399218749999999942e-02,7.545718035262846115e+02,9.821686711042723061e-01,1.043652671037897071e-03,7.017098107453831707e-07,1.169142857375363378e-06,1.837657566916611751e-01,8.828110239200340865e-06,3.122468227815131461e-02,1.684386888291176086e-04,2.937089886825090386e-05,2.712064759536044935e-15,3.628653703812916506e-12,1.626176152329306066e-08,1.450008257391405644e-09,4.513281704697766269e-05,4.114946766130433281e-02,1.161946506645038582e-02,7.314605523620642570e-03,9.002726929182917366e-08,6.500750076913808023e-04,4.846959345665661871e-09,3.960206992468120297e-05,1.385915064272656846e-04,1.343839120208509255e-13,1.560422300986684120e-05,1.423228779410093251e-09,1.503579004186850307e-04,1.576848619466818871e-06,4.942945061551357565e-04,3.009288122787307039e-09,2.231762233134519918e-05,1.168267462461596689e-08,1.079393593497828015e-11,3.132846827264861373e-10,3.226682660573532427e-09,1.294518373735084766e-08,2.941930205886293455e-12,1.862643283143497710e-06,5.230349347028467606e-07,1.270902468286239542e-08,2.034380028933567000e-09,1.171883496966776911e-14,4.666657591348067268e-07,4.315739318388713790e-10,4.622820809674797687e-13,1.412370086625828892e-08,1.910591141052415718e-10,1.377721003680260117e-07,4.025838297978707868e-10,7.220909267336238502e-01,1.119864556974318304e-14,7.018175481076153438e-08,9.212324742895649301e-06,7.400471172690097597e-07,1.219453193853460771e-05
1.400000000000000029e-02,7.813811458692423457e+02,1.017707347597569978e+00,1.064401775074418684e-03,9.010829331104116625e-07,1.484980902460131951e-06,1.812360720514268331e-01,1.014428122258398885e-05,3.301434854088133863e-02,1.713357849026435299e-04,2.958192666522756060e-05,3.719077447676138977e-15,6.232685727254126267e-12,2.148074672455414104e-08,1.920082305576523051e-09,5.434733905533028656e-05,4.023335533023622568e-02,1.246769867362236203e-02,7.983535664939664031e-03,1.205168755516144206e-07,6.915769412232948945e-04,6.790426000026746117e-09,3.819446445002868263e-05,1.461681487560829323e-04,2.483994890335729019e-13,1.698472526708214489e-05,2.066197708339089669e-09,1.632025424732521778e-04,1.921036190121082617e-06,5.379277049985542198e-04,4.244361032362415681e-09,2.490320579700435166e-05,1.299357656006552604e-08,1.325247590884448062e-11,3.695766293398932870e-10,3.401839333239637178e-09,1.371643883745421150e-08,4.369705509555361623e-12,2.044957715264233978e-06,4.902057583697416452e-07,1.388959172750682869e-08,2.143041416512542216e-09,1.122532602594758884e-14,5.076465355472914396e-07,4.183032767949932023e-10,7.040335419118966426e-13,1.545930629096646941e-08,2.091824833474393677e-10,1.504599322619821324e-07,4.562542164064691653e-10,7.220836814513326152e-01,-3.902583932452004996e-15,8.189321089112255892e-08,1.030391186623280043e-05,8.969904898329315039e-07,1.353615137512340635e-05
1.400390624999999986e-02,7.950650257636756351e+02,1.035857637071913695e+00,1.074763045227686894e-03,1.016440899275842784e-06,1.674784156305619818e-06,1.799298304817094629e-01,1.086047171626234382e-05,3.392828598363492598e-02,1.724250374861949512e-04,2.965137028977227519e-05,5.466749589910984157e-15,8.111466262190409311e-12,2.461335613555670882e-08,2.201205816829791511e-09,5.960769106850030382e-05,3.976176802635483093e-02,1.290692467727776530e-02,8.334234827920882285e-03,1.394085562671922074e-07,7.123000504161190001e-04,8.020526517300340995e-09,3.729712084464857028e-05,1.497843262290573325e-04,3.391819190111749291e-13,1.770857705224174186e-05,2.485778522781879223e-09,1.698808921250504487e-04,2.119413110321130839e-06,5.603698453389045764e-04,5.054000095496233332e-09,2.629794947903480273e-05,1.370162257751057679e-08,1.467798708552945997e-11,4.008424419241532083e-10,3.493417466776498472e-09,1.411025082721982810e-08,5.287696523726516864e-12,2.139575830245383763e-06,4.729991268038060167e-07,1.450940989662484111e-08,2.196774259478300918e-09,1.456304085023130025e-14,5.290613491945761972e-07,4.088223018639969162e-10,8.706045479024299575e-13,1.616471302766469890e-08,2.187867948357687883e-10,1.571109143060344751e-07,4.865518449226750414e-10,7.220834544374181707e-01,-6.563256448392669012e-15,8.764649577074705412e-08,1.087965057037107523e-05,9.799180386697077967e-07,1.425104818584130975e-05
1.400781250000000117e-02,8.089315554923582567e+02,1.054257527639667291e+00,1.085113382423613789e-03,1.142894337925532144e-06,1.888464666872449384e-06,1.785956482692057645e-01,1.161921526458409863e-05,3.485484953733776481e-02,1.732862319641364644e-04,2.969609330676600177e-05,8.802079265252927516e-15,1.050214822617537621e-11,2.814714031071986757e-08,2.517646978473438671e-09,6.534561637290573703e-05,3.928109543964235922e-02,1.335636495070436323e-02,8.696086817721097872e-03,1.611856866850891125e-07,7.329507146656592332e-04,9.456156669894211458e-09,3.628458309753155621e-05,1.532700039663538038e-04,4.626234686854019448e-13,1.845563124452856741e-05,2.985974105362055469e-09,1.767319386729774395e-04,2.337534873577319276e-06,5.831957447506809413e-04,6.020172302319533359e-09,2.776516997603795394e-05,1.444776570720394854e-08,1.624800563757982117e-11,4.343173200363876847e-10,3.587834922758292072e-09,1.450939313472028648e-08,6.367316947716862997e-12,2.236470431275074892e-06,4.553828589620729220e-07,1.514956641981911919e-08,2.250087915196570321e-09,2.183242051283096125e-14,5.511086012467434209e-07,3.975453172909070567e-10,1.075845598730733749e-12,1.689647300089705731e-08,2.287789558202729904e-10,1.639724320557580741e-07,5.194448542583564120e-10,7.220855552830366397e-01,-3.544006635849680887e-15,9.323823679037406634e-08,1.147540590074051017e-05,1.065306437388063215e-06,1.499682217376834697e-05
1.401171875000000074e-02,8.229770708362195819e+02,1.072902388387946937e+00,1.095451260313065481e-03,1.281158448428769931e-06,2.128757675390616174e-06,1.772334428198028000e-01,1.242496768482219088e-05,3.579388777166303548e-02,1.739369648990710668e-04,2.971568740093420108e-05,1.002407584597635434e-14,1.353496928327795911e-11,3.213975098475820986e-08,2.874207764118886813e-09,7.160200266510158859e-05,3.879134342428428722e-02,1.381605839145324567e-02,9.069268431015759663e-03,1.862911755718137942e-07,7.534744002426055137e-04,1.113007312881204197e-08,3.517463411753515910e-05,1.566120419394554731e-04,6.186711964634726092e-13,1.922641247053108031e-05,3.583101068273978643e-09,1.837551766965776084e-04,2.577558341370423678e-06,6.063605169136872166e-04,7.175242430637231404e-09,2.930831963910336430e-05,1.523464573209145951e-08,1.796364532632771074e-11,4.701131958363517790e-10,3.685252063699017223e-09,1.491368905391188738e-08,7.629023096646650502e-12,2.335589411560694253e-06,4.374795807946453184e-07,1.581038472354835552e-08,2.302962424546154561e-09,1.739625880067204501e-14,5.737967050671975868e-07,3.846199264571099147e-10,1.302590581830953762e-12,1.765552427469842605e-08,2.391418363469567858e-10,1.710472708637976182e-07,5.551579739745809520e-10,7.220900206421793088e-01,-2.956611917005490812e-14,9.857815542661709476e-08,1.209062887590475543e-05,1.152508294807437751e-06,1.577447512793338076e-05
