Distance (m), Temperature (K), Velocity (m/s), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO
1.420703124999999831e-02,1.610532722311978205e+03,2.128790797788397970e+00,1.440004083582327628e-03,7.039842350082075565e-05,2.550052119257322685e-04,8.129435493079924246e-02,7.545121292574058199e-04,9.078072432226036437e-02,1.490190481658720519e-04,2.497637708523250382e-06,6.069097055002883255e-08,7.103810705940499901e-07,1.657311754490311065e-05,1.607157585279713600e-06,1.118178767686390206e-03,7.757373446485006652e-03,4.485108817073645004e-02,4.421945926943834926e-02,3.705778608931824654e-05,8.190528690323472952e-04,4.961850709354660010e-06,5.855731094537238307e-06,6.684062871726228366e-05,4.886350268289385064e-08,1.018120500761006761e-04,8.557505302031688966e-06,4.012036629112783210e-04,2.570206473638824934e-05,2.754666632477582909e-04,7.922700996297963517e-06,1.598309523818319735e-04,3.470571965497739657e-07,1.203285758140294022e-08,1.180789360801741310e-08,1.708863393990605062e-08,3.106236693727225214e-08,2.420379053266086230e-09,1.016242062574827744e-05,2.331652492460878737e-08,8.120326339896048927e-08,7.986646817032694922e-09,9.859879924079880735e-10,2.661631108964385379e-06,1.648621929872821761e-09,6.025045237295674317e-09,1.063371500972066882e-07,3.545642693720582253e-09,7.265292243065868299e-07,2.910389117631504848e-08,7.252994810812541937e-01,-9.089736205785454561e-15,2.265054124315186466e-07,4.273467986938470528e-06,2.425343391099004867e-06,5.348120484505059516e-05
1.421093749999999961e-02,1.623184126240020987e+03,2.145801998636775121e+00,1.436576836291280973e-03,7.427198096015602189e-05,2.744818682513555544e-04,7.932051906376094697e-02,8.106863102036879556e-04,9.172313266570346346e-02,1.442549254297752020e-04,2.280069449322858487e-06,7.341684968862000810e-08,7.999741116024146689e-07,1.740825425809487079e-05,1.700537333742965281e-06,1.101687453089233515e-03,7.261655210230481133e-03,4.531447804405062257e-02,4.521355533926550013e-02,3.837653328643869693e-05,7.959177454057531163e-04,5.187651542856042926e-06,5.462040836774099044e-06,6.265152924336380835e-05,5.509450854262144242e-08,1.028912492521452378e-04,8.918508718135855509e-06,3.864582571690349877e-04,2.403715468033654307e-05,2.460382685466212110e-04,8.335277035449768852e-06,1.578073960290693088e-04,3.646757243218571218e-07,1.372727918867392286e-08,1.238836044847725619e-08,1.744689693521386206e-08,3.093163735260030976e-08,2.587178287178766710e-09,1.039305350735329625e-05,2.192139864585152751e-08,8.316771183909200463e-08,8.210072352898923408e-09,1.127467933571801575e-09,2.716205532505033323e-06,1.770942989391153678e-09,6.461557782455403968e-09,1.078433786953309376e-07,3.753143969554271071e-09,7.333869717766564756e-07,3.099826108559206838e-08,7.253879295952584405e-01,1.885263776546622055e-14,2.090062562275915998e-07,3.639648969506042817e-06,2.370782822552922326e-06,5.160266873935748770e-05
1.421484374999999918e-02,1.635482656169088386e+03,2.162325961707133981e+00,1.432434529339530983e-03,7.824164601372071974e-05,2.951526727572163322e-04,7.737803933233461384e-02,8.697489236782906955e-04,9.264157855023497090e-02,1.393036137384204276e-04,2.091969508532296230e-06,8.807785390527519650e-08,8.946993832509886435e-07,1.818937345944681691e-05,1.789946464321416600e-06,1.081359515842753981e-03,6.784641373699022357e-03,4.574976928902022705e-02,4.621271326775197585e-02,3.959636283191036857e-05,7.721342573049743687e-04,5.398198014154138013e-06,5.076660482203440836e-06,5.860069513438004492e-05,6.171654450032270441e-08,1.036620925436506512e-04,9.232741405733085717e-06,3.708094821881998977e-04,2.234188109247780529e-05,2.185896399652740966e-04,8.728969592154928685e-06,1.553327940156294738e-04,3.819760412160120579e-07,1.558090983677031572e-08,1.297881444803719920e-08,1.778778864883769857e-08,3.076768184368840012e-08,2.759740226704958100e-09,1.062707299113349942e-05,2.060503575462884864e-08,8.515015620047205375e-08,8.435156012878450254e-09,1.283166388239131488e-09,2.769479193674097756e-06,1.890107653207638370e-09,6.890561055487765329e-09,1.091616646692980193e-07,3.967456678761033539e-09,7.393754849225387053e-07,3.295337579231500377e-08,7.254743614102961979e-01,-1.012085867844668593e-14,1.911998400681143332e-07,3.076496680210675226e-06,2.309176035847283932e-06,4.959132441827484368e-05
1.421874999999999875e-02,1.647419260430270242e+03,2.178349600839668998e+00,1.427579140651113370e-03,8.229948204422181932e-05,3.170509201347815006e-04,7.546888679397099897e-02,9.316937051848489222e-04,9.353523741256596080e-02,1.341923826039935366e-04,1.929095896731986627e-06,1.047849196663481726e-07,9.937218362343334880e-07,1.890493304546741010e-05,1.874117030046115361e-06,1.057405947515264793e-03,6.326753430697694587e-03,4.615570157181295846e-02,4.721630780204776751e-02,4.070276145346050386e-05,7.477573518594303080e-04,5.590621549813128359e-06,4.701707703257795230e-06,5.469672201412769080e-05,6.867603065511268724e-08,1.040991721783299234e-04,9.494436137861666505e-06,3.543875526651449922e-04,2.063755989439370174e-05,1.931697350776528065e-04,9.098963357492888894e-06,1.524226787570256406e-04,3.987477625605127520e-07,1.759149389638180490e-08,1.357704279698388127e-08,1.810905562679573980e-08,3.057051751948791826e-08,2.937726303476397344e-09,1.086439402034207131e-05,1.936412105716385089e-08,8.714972664099102630e-08,8.661186737923472162e-09,1.453444007154060260e-09,2.821128708525391173e-06,2.003766075653508655e-09,7.306668479077831146e-09,1.102779795512449192e-07,4.187982240091073720e-09,7.444512171078402047e-07,3.496275637917097203e-08,7.255586097114506972e-01,-2.721243113926882307e-14,1.733807986300739986e-07,2.580879031767347468e-06,2.240942927666303623e-06,4.746497174767544831e-05
1.422265624999999832e-02,1.658986046248053299e+03,2.193861484102309412e+00,1.422016662445141832e-03,8.643690472957455307e-05,3.402045208330272438e-04,7.359491587305894145e-02,9.964951004172684871e-04,9.440336826920994739e-02,1.289500519345896756e-04,1.787527102281525259e-06,1.236119750417244433e-07,1.096009126252000386e-06,1.954403601130286157e-05,1.951806539358568314e-06,1.030080764197545797e-03,5.888319511315634296e-03,4.653112397016376245e-02,4.822370543982774233e-02,4.168184147352341174e-05,7.228452998333668566e-04,5.762219811097138208e-06,4.339114585107979294e-06,5.094665000454633196e-05,7.590408263775270096e-08,1.041810552153269235e-04,9.698781574078955828e-06,3.373325873888016898e-04,1.894448675093313221e-05,1.697947655278444514e-04,9.440536800815608185e-06,1.490974153494322829e-04,4.147687396223623609e-07,1.975304825669329199e-08,1.418055471252406543e-08,1.840848536432211630e-08,3.034031249412361072e-08,3.120748516034576407e-09,1.110490856962960915e-05,1.819552847510666769e-08,8.916547034199216201e-08,8.887335142778687346e-09,1.638431133561969549e-09,2.870812359808598559e-06,2.109469927991771379e-09,7.704360382682723841e-09,1.111794319977296320e-07,4.413939591305825152e-09,7.485750232651525951e-07,3.701870086329799731e-08,7.256405200857376503e-01,-1.146501558795475216e-14,1.558285786289930510e-07,2.148792817459479125e-06,2.166597167144068583e-06,4.524273238268903890e-05
1.422656249999999789e-02,1.670176356869364554e+03,2.208851942166610627e+00,1.415757211015765101e-03,9.064475455859692828e-05,3.646349846150688588e-04,7.175785329626435671e-02,1.064107138269080330e-03,9.524531883886244721e-02,1.236066005491437078e-04,1.663745090619010125e-06,1.445864650014063537e-07,1.200344118246919974e-06,2.009673280673415310e-05,2.021831311307777082e-06,9.996759678821656898e-04,5.469572014299966395e-03,4.687500863022432684e-02,4.923426541676743234e-02,4.252064018483075808e-05,6.974599150793281670e-04,5.910524734178054513e-06,3.990590628573647826e-06,4.735598105173606764e-05,8.331697788856021996e-08,1.038910710834342897e-04,9.842078601156402891e-06,3.197917597588108111e-04,1.728148654812839872e-05,1.484506964463344983e-04,9.749160952947775229e-06,1.453818977961494180e-04,4.298096843548188464e-07,2.205555574810302895e-08,1.478659247271272388e-08,1.868393803086738988e-08,3.007739096779090464e-08,3.308377346216628170e-09,1.134848443252031468e-05,1.709628730932829473e-08,9.119634541009396498e-08,9.112655232846486369e-09,1.838000634959826833e-09,2.918174252884121188e-06,2.204768239702194760e-09,8.078119565703387495e-09,1.118544982732974669e-07,4.644362819776970214e-09,7.517127524383172392e-07,3.911228162660507015e-08,7.257199507511807868e-01,9.029098767430393038e-15,1.387979412991735135e-07,1.775594041575176321e-06,2.086736147485544494e-06,4.294469165710810041e-05
1.423046874999999920e-02,1.680984839974624720e+03,2.223313162812495136e+00,1.408815086251617721e-03,9.491337784431828331e-05,3.903563911267930774e-04,6.995928827658244586e-02,1.134462548948204745e-03,9.606052978089998917e-02,1.181927497075625604e-04,1.554681152606704652e-06,1.676805987984461600e-07,1.305346614966021937e-06,2.055430652123208207e-05,2.083099637832811547e-06,9.665156849613385556e-04,5.070646476030897694e-03,4.718646354568113710e-02,5.024734058561262928e-02,4.320742388973852424e-05,6.716667504250137038e-04,6.033366839655142082e-06,3.657593773371662492e-06,4.392872053922025920e-05,9.081735086906650853e-08,1.032179833553602862e-04,9.921859514764585431e-06,3.019162636529735318e-04,1.566553174845905687e-05,1.290963432551203033e-04,1.002060002750832525e-05,1.413051528366534519e-04,4.436395889870302965e-07,2.448479256668768702e-08,1.539215751346355101e-08,1.893338691353766846e-08,2.978224674590457916e-08,3.500143247815381751e-09,1.159496433982254043e-05,1.606357513144565413e-08,9.324124008032576692e-08,9.336104299117037817e-09,2.051753145037311142e-09,2.962849368597113516e-06,2.287312380335739673e-09,8.422578825999299240e-09,1.122932638672422529e-07,4.878126457978432969e-09,7.538358164221341113e-07,4.123339987595594686e-08,7.257967724870506565e-01,-1.941469164397253671e-14,1.225111684919057863e-07,1.456218910841070381e-06,2.002029203912033629e-06,4.059151572325062903e-05
1.423437499999999876e-02,1.691407505664159089e+03,2.237239271413450581e+00,1.401208778712985511e-03,9.923271481341152051e-05,4.173743759673307599e-04,6.820066414638578656e-02,1.207472170621324377e-03,9.684853807124307878e-02,1.127395288096787640e-04,1.457728873946138190e-06,1.928040133467187009e-07,1.409504116989745840e-06,2.090952860744118091e-05,2.134643380946163424e-06,9.309496628861383761e-04,4.691581706425715023e-03,4.746474422663330556e-02,5.126227825967989010e-02,4.373198657712423413e-05,6.455352393368830270e-04,6.128933426346886049e-06,3.341310226416728060e-06,4.066744052008180652e-05,9.829620835830107338e-08,1.021565117386142685e-04,9.936964349758240240e-06,2.838582010619834740e-04,1.411144211083876228e-05,1.116669125967541585e-04,1.025101113684192908e-05,1.368998622053686841e-04,4.560318899870938796e-07,2.702235062996743801e-08,1.599409119359339692e-08,1.915500961048403935e-08,2.945560879338008702e-08,3.695556442900506614e-09,1.184416554732534164e-05,1.509485889614362462e-08,9.529913124111157859e-08,9.556662190119960210e-09,2.279086858101842910e-09,3.004469482723767455e-06,2.355042019352332541e-09,8.732787179855115844e-09,1.124877856400412780e-07,5.114110025639951839e-09,7.549218305492340108e-07,4.337100425601273675e-08,7.258708689692556781e-01,-2.515882675142645144e-14,1.071524762605414302e-07,1.185387069153961272e-06,1.913204493104638902e-06,3.820405581951022363e-05
1.423828124999999833e-02,1.701441772386573575e+03,2.250626391647851943e+00,1.392960919286306311e-03,1.035923929160447322e-04,4.456851635532235625e-04,6.648327142622086072e-02,1.283024680900819248e-03,9.760897930724948823e-02,1.072778309171370262e-04,1.370729940324631346e-06,2.197983853848129318e-07,1.511210658456962147e-06,2.115687341904794468e-05,2.175646542554819742e-06,8.933463237847446160e-04,4.332321177545728208e-03,4.770926390893434621e-02,5.227842097294062990e-02,4.408593158170309083e-05,6.191387494014612223e-04,6.195817974664450990e-06,3.042643114898889370e-06,3.757336086445747108e-05,1.056355119966636799e-07,1.007076756476125480e-04,9.887570376570754626e-06,2.657674993533406106e-04,1.263167332991447862e-05,9.607782717182241966e-05,1.043703946494545499e-05,1.322018151826219023e-04,4.667706702909246743e-07,2.964570925525127707e-08,1.658903228451545609e-08,1.934713942846522303e-08,2.909835709625078062e-08,3.894094541292802752e-09,1.209587953717041571e-05,1.418765448018241360e-08,9.736886392605533353e-08,9.773194224720006331e-09,2.519068632165702737e-09,3.042669414313771404e-06,2.406168185398394849e-09,9.004174257149719959e-09,1.124320589658000516e-07,5.351002345956028295e-09,7.549547998214078828e-07,4.551296964973886874e-08,7.259421363443924191e-01,-4.769864096156787030e-15,9.286441590820378756e-08,9.577802286369999287e-07,1.821034447544442212e-06,3.580295148999913612e-05
1.424218749999999964e-02,1.711086499313339118e+03,2.263472686744749662e+00,1.384098171301696625e-03,1.079818236305629572e-04,4.752746825762304314e-04,6.480824247932269466e-02,1.360986686597481570e-03,9.834158899939252074e-02,1.018379683812962067e-04,1.291940222682211001e-06,2.484347287014966530e-07,1.608812437739562747e-06,2.129268195457753062e-05,2.205469580981882790e-06,8.540855891578320912e-04,3.992715636400820910e-03,4.791960209139871363e-02,5.329510724026222113e-02,4.426292506659987069e-05,5.925545181698433153e-04,6.233059071178995805e-06,2.762210241911347931e-06,3.464644530004029718e-05,1.127114968750049085e-07,9.887893985108306535e-05,9.775173834934186470e-06,2.477889650700313556e-04,1.123619810238157245e-05,8.222867773662693720e-05,1.057590612968920904e-05,1.272493066746581761e-04,4.756572013204540807e-07,3.232855564030801010e-08,1.717345845534992863e-08,1.950829636545501880e-08,2.871152312777826134e-08,4.095210076383218026e-09,1.234987232970101888e-05,1.333951577134504762e-08,9.944915119733833253e-08,9.984469870411930977e-09,2.770435600402492896e-09,3.077093874011724794e-06,2.439264246048581604e-09,9.232683323047643065e-09,1.121221715598622567e-07,5.587324000464034808e-09,7.539254353873150656e-07,4.764622547416854512e-08,7.260104827815337947e-01,-1.286391692112340415e-14,7.974676736341082495e-08,7.681927271220155106e-07,1.726320639373859066e-06,3.340824595641747374e-05
1.424609374999999921e-02,1.720342003856248539e+03,2.275778380809149848e+00,1.374651065384847881e-03,1.123903009228566062e-04,5.061178012471986279e-04,6.317654782513873468e-02,1.441203196751506205e-03,9.904620288437954168e-02,9.644923924500299736e-05,1.219983085429157200e-06,2.784138376175438873e-07,1.700658279018395266e-06,2.131526713180640264e-05,2.223668342206496177e-06,8.135516918381282669e-04,3.672526879211006692e-03,4.809551118896967375e-02,5.431167238502215139e-02,4.425890975174411442e-05,5.658634448101088846e-04,6.240167131599973210e-06,2.500350459836403309e-06,3.188550868045509560e-05,1.193985608607143703e-07,9.668415160786178778e-05,9.602525058871676542e-06,2.300595724328957496e-04,9.932477954404719597e-06,7.000715475433980453e-05,1.066548530388574695e-05,1.220824964007771740e-04,4.825164701153806727e-07,3.504133182365024428e-08,1.774378558668364060e-08,1.963727021948768952e-08,2.829634693606918129e-08,4.298348653050001999e-09,1.260588539464330886e-05,1.254817968550265918e-08,1.015387279452482795e-07,1.018928695929645206e-08,3.031688149182048791e-09,3.107404648520411132e-06,2.453416852265544942e-09,9.415009195779783961e-09,1.115565726927591905e-07,5.821600716697634990e-09,7.518315279162853651e-07,4.975706733658050426e-08,7.260758283854625850e-01,-1.365896132233000437e-14,6.785772056369919684e-08,6.116520542304712467e-07,1.629878386364621005e-06,3.103902569942925744e-05
1.424999999999999878e-02,1.729210063276961819e+03,2.287545757819222647e+00,1.364653777127815184e-03,1.168070993914551169e-04,5.381777190309624094e-04,6.158899408529961567e-02,1.523498492728085629e-03,9.972275621354562136e-02,9.113951532112830813e-05,1.153795938975427847e-06,3.093700905403884178e-07,1.785152465935821815e-06,2.122495548706356311e-05,2.230006688278479814e-06,7.721261843133113987e-04,3.371432593017969961e-03,4.823692107260189182e-02,5.532744944796989806e-02,4.407226784827324531e-05,5.391497164695007501e-04,6.217137487717266104e-06,2.257137665048765064e-06,2.928833159360150283e-05,1.255733938175366975e-07,9.414326864596515680e-05,9.373520367044577646e-06,2.127060714860202345e-04,8.725519581880111620e-06,5.929282815735702992e-05,1.070436698302828723e-05,1.167427449529705413e-04,4.872030209320037108e-07,3.775187220465263464e-08,1.829639154128885055e-08,1.973311415148519740e-08,2.785424012803061441e-08,4.502954692477819992e-09,1.286363686927845677e-05,1.181147597412609174e-08,1.036362678448620463e-07,1.038643827288997954e-08,3.301065885456466621e-09,3.133287569133608268e-06,2.448237334639368727e-09,9.548636112615713493e-09,1.107360743640396169e-07,6.052314085453733029e-09,7.486779799986113780e-07,5.183126364723112031e-08,7.261381051116133634e-01,5.290235298420278241e-14,5.721674254436909561e-08,4.835090108072153861e-07,1.532521233406493004e-06,2.871309493784529585e-05
1.425390624999999835e-02,1.737693899654241477e+03,2.298779132351429944e+00,1.354143846750800913e-03,1.212215699640037115e-04,5.714055488984360167e-04,6.004622340865693741e-02,1.607677394984383589e-03,1.003712818156201753e-01,8.593486310633905215e-05,1.092575173605968396e-06,3.408786852886105553e-07,1.860807290528523797e-06,2.102406339556012373e-05,2.224462219438817599e-06,7.301813370848410454e-04,3.089032143081137886e-03,4.834394122441252467e-02,5.634177008790697966e-02,4.370392393792079175e-05,5.125002564614367659e-04,6.164449165925855453e-06,2.032401281506544446e-06,2.685177883862523634e-05,1.311190952267642178e-07,9.128188795513019632e-05,9.093056453897133809e-06,1.958429842559128290e-04,7.618005931671288193e-06,4.996066497384722943e-05,1.069190240042528369e-05,1.112719430400547501e-04,4.896057825733795251e-07,4.042610065799021463e-08,1.882755380423142749e-08,1.979503737376175313e-08,2.738664361196553272e-08,4.708435381853238629e-09,1.312282305054850924e-05,1.112696692071663456e-08,1.057400365957079659e-07,1.057449704285072566e-08,3.576382752408453459e-09,3.154459013707559137e-06,2.423694829179218189e-09,9.631620574514313517e-09,1.096635506396153083e-07,6.277598610417314403e-09,7.444764696815344713e-07,5.385393769268444975e-08,7.261972550759497880e-01,-3.492388727769628485e-14,4.780867616798956696e-08,3.794990985671184034e-07,1.435045661369838684e-06,2.644669448636766237e-05
1.425781249999999792e-02,1.745798147841067248e+03,2.309484807524404992e+00,1.343161853835274019e-03,1.256232322235876088e-04,6.057401257703017364e-04,5.854871475390915209e-02,1.693526928161401789e-03,1.009919076605736571e-01,8.085921007190920151e-05,1.035724393362358114e-06,3.724665224908303234e-07,1.926292999037618638e-06,2.071680991899571030e-05,2.207225099618109067e-06,6.880741062662986025e-04,2.824853195917941592e-03,4.841686072649071387e-02,5.735396588359334413e-02,4.315738220760150591e-05,4.860039976795685053e-04,6.083050348766408253e-06,1.825752798055795581e-06,2.457191995283510727e-05,1.359297194146101472e-07,8.813059713820155477e-05,8.766855772779543000e-06,1.795710408293190439e-04,6.610490414470327560e-06,4.188420029023359769e-05,1.062823105084993650e-05,1.057118526875482328e-04,4.896529911824419941e-07,4.302921880260950135e-08,1.933380194139761132e-08,1.982273069489337740e-08,2.689534949988696828e-08,4.914258087312678701e-09,1.338312130475527643e-05,1.049280912080741770e-08,1.078487459817978644e-07,1.075242422078435598e-08,3.855539920527557763e-09,3.170672770377316006e-06,2.380573090967773702e-09,9.663341536820563484e-09,1.083447664725478823e-07,6.496099241450167824e-09,7.392461979955211325e-07,5.581063204028919271e-08,7.262532322571016996e-01,4.505575705971139960e-15,3.958989042734091720e-08,2.957794156422534292e-07,1.338217620752705370e-06,2.425427425737287674e-05
1.426171874999999922e-02,1.753528806424665163e+03,2.319670997234291487e+00,1.331751038119670123e-03,1.300018605071107212e-04,6.411080599041732442e-04,5.709678633395233460e-02,1.780818345556866742e-03,1.015848529840594483e-01,7.593406213338298768e-05,9.828062566322101138e-07,4.036255681467410848e-07,1.980481730227375763e-06,2.030916925352744789e-05,2.178689648909587736e-06,6.461408059514763642e-04,2.578358992732426858e-03,4.845614553969903454e-02,5.836336950667775358e-02,4.243869105485156276e-05,4.597509822124174459e-04,5.974329076855176043e-06,1.636615101546110057e-06,2.244414652639069858e-05,1.399136486835489826e-07,8.472417382113532538e-05,8.401269847586556686e-06,1.639760792747862290e-04,5.701637767725584582e-06,3.493829839169405405e-05,1.051428462706718803e-05,1.001034712842299306e-04,4.873140784316702348e-07,4.552636080738530941e-08,1.981162047385265750e-08,1.981599539502372983e-08,2.638208405487332672e-08,5.119849705784839393e-09,1.364419193611524405e-05,9.906696829785710039e-09,1.099605144340035869e-07,1.091888577233361102e-08,4.135998339452782217e-09,3.181724716782479130e-06,2.319891016599319812e-09,9.643675594528484157e-09,1.067873130088775662e-07,6.706005878264914567e-09,7.330126445903601859e-07,5.768655220200978934e-08,7.263060003207962856e-01,1.624431488649586703e-14,3.249338539336419065e-08,2.289416373445521643e-07,1.242758823273345590e-06,2.214832129215374234e-05
1.426562499999999879e-02,1.760893172159269398e+03,2.329347734670105030e+00,1.319956885350735167e-03,1.343475635585529798e-04,6.774240593687609223e-04,5.569059969126043813e-02,1.869309493144508940e-03,1.021504239635770694e-01,7.117828354189173630e-05,9.335019146719535623e-07,4.338289575566233497e-07,2.022484085965195616e-06,1.980867179030616781e-05,2.139439699757687401e-06,6.046926057645604646e-04,2.348956146105544898e-03,4.846243352099271345e-02,5.936931628644442904e-02,4.155633705753727615e-05,4.338313158483744466e-04,5.840072763857840856e-06,1.464255151550878832e-06,2.046328690931556050e-05,1.429971522916252799e-07,8.110067211550510337e-05,8.003072216942593180e-06,1.491284210187709524e-04,4.888498565781074130e-06,2.900147177876043905e-05,1.035177030878163524e-05,9.448643810725956642e-05,4.826017176213734456e-07,4.788380706355715874e-08,2.025772992856134887e-08,1.977498117030896471e-08,2.584874297690323085e-08,5.324675626137527314e-09,1.390568174888809623e-05,9.366512951125359227e-09,1.120735104766094625e-07,1.107271749167772616e-08,4.415192927578977958e-09,3.187457796057594622e-06,2.243200672984567072e-09,9.573524451501283196e-09,1.050011388169871924e-07,6.905707595841480361e-09,7.258078919095277114e-07,5.946744844388953797e-08,7.263555332156751421e-01,2.748090079950894036e-16,2.643544816063385798e-08,1.760086083472887548e-07,1.149335923168433270e-06,2.013924995061062219e-05
1.426953124999999836e-02,1.767899758748160593e+03,2.338526756050554933e+00,1.307826678083318008e-03,1.386508558849244388e-04,7.145915257973603930e-04,5.433016495895396508e-02,1.958747456120342283e-03,1.026890085024412536e-01,6.660794155892573744e-05,8.875767409739361553e-07,4.625484045536717186e-07,2.051675864038531837e-06,1.922416230448398123e-05,2.090228118886626284e-06,5.640119241442282695e-04,2.136002776354468686e-03,4.843652698758763725e-02,6.037114587350984884e-02,4.052106846613341153e-05,4.083340029923551674e-04,5.682416611337393783e-06,1.307817048515343321e-06,1.862371453040953203e-05,1.451268273345057857e-07,7.730043393231875637e-05,7.579249098071517758e-06,1.350827054767534503e-04,4.166800613564029144e-06,2.395774422495692074e-05,1.014313109988419797e-05,8.889849277446689011e-05,4.755716000216143187e-07,5.006991198701940149e-08,2.066908478440860024e-08,1.970011955805940792e-08,2.529730791726602417e-08,5.528215001839058891e-09,1.416722732414530859e-05,8.870146583859075580e-09,1.141857827847247181e-07,1.121282660094026136e-08,4.690489983101377548e-09,3.187765289121836769e-06,2.152409889467401710e-09,9.454621122830620943e-09,1.029982446706204609e-07,7.093659116513699962e-09,7.176700480294509209e-07,6.113971035212084447e-08,7.264018146664418252e-01,-4.170170947473366857e-14,2.132134396386872432e-08,1.344161964382322685e-07,1.058550873275005661e-06,1.823535181670193838e-05
1.427343749999999967e-02,1.774558201289435829e+03,2.347221366822028088e+00,1.295409022931909380e-03,1.429027202491534043e-04,7.525034228482182065e-04,5.301534731275287654e-02,2.048871433673725255e-03,1.032010704546736379e-01,6.223621919468976145e-05,8.448529936371819136e-07,4.892722541894402523e-07,2.067714027820957330e-06,1.856552714432115736e-05,2.031951718413134568e-06,5.243497583658560243e-04,1.938816830335019382e-03,4.837938307151352230e-02,6.136820412528147528e-02,3.934565465285714175e-05,3.833457034325059255e-04,5.503783816485966823e-06,1.166354776471419388e-06,1.691944930622779774e-05,1.462712926771520462e-07,7.336506824400166314e-05,7.136797501299755797e-06,1.218781536360251676e-04,3.531243770460451688e-06,1.969806744217936068e-05,9.891485264129556217e-06,8.337499796306864692e-05,4.663209250466589983e-07,5.205603263265511217e-08,2.104294676732386919e-08,1.959213676454752361e-08,2.472985042126264031e-08,5.729977915160721208e-09,1.442845872024968348e-05,8.415554441637402666e-09,1.162953227551358813e-07,1.133825617335390780e-08,4.959284677846153231e-09,3.182593010720784042e-06,2.049733426881835035e-09,9.289525952368541755e-09,1.007925634595683111e-07,7.268470687119628686e-09,7.086428106130495722e-07,6.269067488699020186e-08,7.264448382227354228e-01,-4.925140743922447144e-14,1.705068505727932966e-08,1.019853478399272783e-07,9.709335417484579064e-07,1.644280418148635209e-05
1.427734374999999924e-02,1.780879148090971057e+03,2.355446288916072550e+00,1.282753361154573236e-03,1.470946604786248745e-04,7.910434026882565009e-04,5.174587437914489330e-02,2.139415771500851465e-03,1.036871432365906592e-01,5.807339498999802320e-05,8.051885142725215036e-07,5.135230704105600205e-07,2.070541242301837877e-06,1.784340259027536490e-05,1.965622692225480613e-06,4.859239530760991370e-04,1.756684418860548569e-03,4.829210197951463307e-02,6.235984509949889926e-02,3.804458976098750665e-05,3.589494556980390993e-04,5.306819732155731835e-06,1.038863136170367145e-06,1.534425085642424685e-05,1.464218312424993206e-07,6.933643958334367180e-05,6.682538557570432613e-06,1.095392133850556471e-04,2.975785475751024188e-06,1.612131669030039463e-05,9.600546478302179917e-06,7.794853446297189225e-05,4.549852483206549568e-07,5.381726850817820830e-08,2.137687309905444755e-08,1.945197673572027466e-08,2.414844535455170468e-08,5.929491145991715932e-09,1.468900315460304309e-05,8.000587267954335625e-09,1.183998964001111481e-07,1.144808790760187841e-08,5.218968766508548308e-09,3.171940051816040633e-06,1.937509405067151348e-09,9.081405797125323080e-09,9.839957912105893066e-08,7.428770565649134240e-09,6.987747239734037876e-07,6.410869479078950652e-08,7.264846066816574854e-01,-5.945616957967719023e-14,1.352185429926966416e-08,7.688740572176531642e-08,8.869363214479089794e-07,1.476573212258675432e-05
1.428124999999999881e-02,1.786874141910908065e+03,2.363217496549245844e+00,1.269909474692837827e-03,1.512187445769038233e-04,8.300871678534158145e-04,5.052134455535054608e-02,2.230113082746281328e-03,1.041478231445082114e-01,5.412688731819660995e-05,7.684611053022240805e-07,5.348739514083510997e-07,2.060379291068187581e-06,1.706887728898935815e-05,1.892338003394978635e-06,4.489183783269899350e-04,1.588868026744687852e-03,4.817591350338529255e-02,6.334543324720302848e-02,3.663375231227374289e-05,3.352234178504906979e-04,5.094323028667000936e-06,9.243062543634320988e-07,1.389170347507355922e-05,1.455922328606057425e-07,6.525570528077946836e-05,6.222953029728432390e-06,9.807652913891322843e-05,2.493907142301777753e-06,1.313490441993791985e-05,9.274528252531777752e-06,7.264857567212505425e-05,4.417344017662552819e-07,5.533316634601782596e-08,2.166882214047358495e-08,1.928085193546658952e-08,2.355522461188614232e-08,6.126322421107082424e-09,1.494848905313146724e-05,7.623184618843757467e-09,1.204972425924998126e-07,1.154159029740478715e-08,5.467097848137316655e-09,3.155858518568138258e-06,1.818206136293900646e-09,8.834092002815813236e-09,9.583627128800339376e-08,7.573414413020202482e-09,6.881187400912405153e-07,6.538353310887134011e-08,7.265211323022716661e-01,-3.315203155831163231e-14,1.063588353711578368e-08,5.760629001290296498e-08,8.069312372215311712e-07,1.320631846758461817e-05
